id,name,type,sport_type,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,elev_high,elev_low,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,average_watts,suffer_score,calories,start_latlng,end_latlng,achievement_count,kudos_count,trainer,commute,manual,gear_id,description,distance_km,moving_time_min,pace_min_km,pace_str
12922572228,Lunch Pilates,Workout,Pilates,2024-11-16T12:13:26Z,0.0,2940,2940,0,0.0,0.0,0.0,0.0,124.9,174.0,,,18.0,,,,0,0,1,0,0,,,,49.0,,
12890675557,Lunch Run,Run,Run,2024-11-13T11:21:02Z,5020.0,2011,2017,13.0,7.6,2.8,2.496,3.84,178.6,192.0,,169.0,119.0,,"51.476051,-0.156581","51.475564,-0.162248",26,1,0,0,0,g26095750,,5.02,33.52,6.6766,6:40
12868482701,Afternoon Run,Run,Run,2024-11-10T13:52:47Z,5043.4,1918,1936,16.8,8.6,3.0,2.63,4.54,183.5,201.0,,178.0,126.0,,"51.476685,-0.154647","51.475692,-0.159367",27,3,0,0,0,g26095750,,5.0434,31.97,6.3383,6:20
12867566389,Morning Pilates,Workout,Pilates,2024-11-09T09:49:00Z,0.0,2700,2700,0,,,0.0,0,,,,,,,,,0,0,0,0,1,,,,45.0,,
12839588963,Evening Run,Run,Run,2024-11-06T19:06:59Z,5111.7,2247,2247,7.4,7.0,2.2,2.275,3.2,173.4,192.0,,151.9,126.0,,"51.475707,-0.156426","51.477694,-0.150836",14,1,0,0,0,g26095750,,5.1117,37.45,7.3263,7:19
12812188481,Lunch Run,Run,Run,2024-11-03T11:15:27Z,5035.5,2098,2098,6.4,9.4,3.0,2.4,3.84,175.0,197.0,,162.0,118.0,,"51.479515,-0.211817","51.490353,-0.233112",0,2,0,0,0,g26095750,,5.0355,34.97,6.944,6:56
12791922067,Evening Run,Run,Run,2024-10-31T19:32:52Z,2641.0,1110,1114,8.4,7.2,3.2,2.379,4.32,182.7,198.0,,159.3,75.0,,"51.479472,-0.149914","51.477792,-0.150484",7,0,0,0,0,g26095750,,2.641,18.5,7.0049,7:00
12791921912,Evening Run,Run,Run,2024-10-31T19:15:39Z,2125.1,941,944,3.0,7.0,4.0,2.258,3.3,161.4,182.0,,149.5,33.0,,"51.475677,-0.156571","51.480725,-0.153183",1,1,0,0,0,g26095750,,2.1251,15.68,7.38,7:22
12765145738,Lunch Run,Run,Run,2024-10-28T11:51:38Z,6748.8,2884,5781,66.0,73.0,51.2,2.34,3.306,176.4,192.0,,159.4,167.0,,"51.11441245302558,-1.8225645460188389","51.1143786739558,-1.822708547115326",0,0,0,0,0,g26095750,,6.7488,48.07,7.1223,7:07
12747611488,Lunch Run,Run,Run,2024-10-26T11:17:18Z,5017.9,1967,1970,21.6,14.8,4.0,2.551,3.8,185.6,202.0,,170.0,132.0,,"51.475625,-0.156419","51.477598,-0.151287",0,2,0,0,0,g26095750,,5.0179,32.78,6.5333,6:31
12736189807,Evening Run,Run,Run,2024-10-24T19:24:39Z,5015.6,2126,2200,20.0,9.6,3.6,2.359,3.46,167.8,194.0,,158.8,94.0,,"51.475658,-0.156434","51.477265,-0.152303",1,1,0,0,0,g26095750,,5.0156,35.43,7.0646,7:03
12711924800,Evening Pilates,Workout,Pilates,2024-10-21T19:27:30Z,0.0,4201,4201,0,0.0,0.0,0.0,0.0,83.5,124.0,,,7.0,,,,0,0,1,0,0,,,,70.02,,
12701851652,Lunch Ride,Ride,Ride,2024-10-20T12:00:43Z,0.0,3292,3292,0,0.0,0.0,0.0,0.0,167.6,194.0,,,155.0,,,,0,1,1,0,0,,,,54.87,,
12684258653,Lunch Run,Run,Run,2024-10-18T12:07:16Z,5008.1,2051,2103,34.8,18.4,1.8,2.442,3.692,179.5,199.0,,163.1,125.0,,"51.50243162177503,-0.12982469983398914","51.50249750353396,-0.13000725768506527",0,1,0,0,0,g26095750,,5.0081,34.18,6.8256,6:49
12656133346,Evening Run,Run,Run,2024-10-14T20:36:21Z,3015.6,1241,1336,9.0,6.4,2.8,2.43,4.124,175.1,187.0,,162.6,71.0,,"51.47590750828385,-0.15652826987206936","51.47489354945719,-0.156090147793293",5,1,0,0,0,g26095750,,3.0156,20.68,6.8588,6:51
12645762191,Reformer,Workout,Pilates,2024-10-13T09:15:00Z,0.0,2700,2700,0,,,0.0,0,,,,,,,,,0,0,0,0,1,,,,45.0,,
12640395467,Evening Run,Run,Run,2024-10-12T20:27:48Z,6984.5,3126,3126,31.0,12.4,3.4,2.234,3.872,171.3,187.0,,147.3,162.0,,"51.47582829929888,-0.15647068619728088","51.48432729765773,-0.15902280807495117",11,2,0,0,0,g26095750,,6.9845,52.1,7.4594,7:27
12616371645,Evening Run,Run,Run,2024-10-09T19:38:57Z,3463.9,1511,1516,11.2,7.0,3.0,2.292,3.664,173.6,196.0,,151.3,79.0,,"51.47573811002076,-0.15644746832549572","51.476285783573985,-0.15676941722631454",3,0,0,0,0,g26095750,,3.4639,25.18,7.2702,7:16
12590653082,Afternoon Run,Run,Run,2024-10-06T14:31:25Z,6021.3,2993,3006,10.8,8.2,4.0,2.012,3.178,170.2,191.0,,134.3,148.0,,"51.47591580636799,-0.15648560598492622","51.47647839970887,-0.15551104210317135",9,0,0,0,0,g26095750,,6.0213,49.88,8.2845,8:17
12590652989,Afternoon Pilates,Workout,Pilates,2024-10-05T15:00:00Z,0.0,3600,3600,0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,1,0,0,,,,60.0,,
12590653101,Lunch Yoga,Yoga,Yoga,2024-10-03T11:56:07Z,0.0,5626,5626,0,0.0,0.0,0.0,0.0,78.3,135.0,,,8.0,,,,0,0,1,0,0,,,,93.77,,
12560903795,Evening Run,Run,Run,2024-10-02T20:10:47Z,3511.0,2088,2088,0,0.0,0.0,1.681,2.806,147.6,185.0,,,39.0,,,,0,0,1,0,0,,,3.511,34.8,9.9117,9:54
12534147392,Afternoon Run,Run,Run,2024-09-29T16:47:39Z,2833.2,1389,1392,10.2,8.2,3.8,2.04,3.192,158.9,178.0,,137.0,44.0,,"51.47577507421374,-0.15646867454051971","51.47635878995061,-0.1569607760757208",5,1,0,0,0,g26095750,,2.8332,23.15,8.171,8:10
12533382369,Afternoon Pilates,Workout,Pilates,2024-09-29T14:11:23Z,0.0,3109,3109,0,0.0,0.0,0.0,0.0,118.3,165.0,,,13.0,,,,0,0,1,0,0,,,,51.82,,
12491761972,Afternoon Run,Run,Run,2024-09-24T14:13:39Z,5005.9,2363,2401,128.8,542.8,498.6,2.118,3.442,169.5,198.0,,,115.0,,"42.323059011250734,18.83136972784996","42.32280763797462,18.831010228022933",0,0,0,0,0,g26095750,,5.0059,39.38,7.8674,7:52
12476099890,Afternoon Run,Run,Run,2024-09-22T13:20:16Z,8005.4,4061,4069,46.8,13.6,3.0,1.971,7.078,,,,,,,"51.475744899362326,-0.15645300038158894","51.48094151169062,-0.16568382270634174",13,0,0,0,0,g26095750,,8.0054,67.68,8.4547,8:27
12445344093,Evening Run,Run,Run,2024-09-18T18:59:33Z,6017.9,2954,3241,20.0,7.8,3.6,2.037,6.532,,,,,,,"51.47593240253627,-0.1565143559128046","51.47593667730689,-0.15883907675743103",16,1,0,0,0,g26095750,,6.0179,49.23,8.1811,8:10
12441108023,Evening Run,Run,Run,2024-09-15T20:12:46Z,2084.5,941,949,4.4,7.0,3.2,2.215,4.682,,,,,,,"51.47904979996383,-0.14954706653952599","51.47634261287749,-0.15664645470678806",0,1,0,0,0,g26095750,,2.0845,15.68,7.5238,7:31
12441107991,Evening Run,Run,Run,2024-09-15T20:10:01Z,356.7,128,128,0.0,5.8,3.4,2.787,3.956,,,,,,,"51.48132381029427,-0.15386835671961308","51.47946026176214,-0.14981268905103207",0,0,0,0,0,g26095750,,0.3567,2.13,5.9807,5:58
12441108123,Evening Run,Run,Run,2024-09-15T19:53:44Z,2052.7,956,956,8.6,7.4,3.2,2.147,3.554,,,,,,,"51.475590504705906,-0.1564844325184822","51.48154676891863,-0.1541135273873806",0,0,0,0,0,g26095750,,2.0527,15.93,7.7621,7:45
12441108283,Lunch Pilates,Workout,Pilates,2024-09-14T12:15:32Z,0.0,2784,2784,0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,1,0,0,,,,46.4,,
12441108449,Night Run,Run,Run,2024-09-12T21:40:47Z,4039.2,1867,1867,18.6,12.4,3.4,2.163,3.616,,,,,,,"51.47576132789254,-0.15647638589143753","51.48137083277106,-0.16620383597910404",4,1,0,0,0,g26095750,,4.0392,31.12,7.7037,7:42
